Paper	Area	Lat domain	LAT	LONG	Water depth	Stations/Facies	Molluscs	Symbiont bearing colonial corals	RCA	Foraminifera	Halimeda	Echinoderms	Sessile benthic filter feeders (Non symbiont bearing corals+Sponges+Bryozoans+Serpulids+Crinoids+Barnacles+Brachiopods)	Mobile Arthropoda (Ostracod+Artropods+Decapods)	Bioclasts 	Non Skelatel	Total	Molluscs	Symbiont bearing colonial corals	RCA	Foraminifera	Halimeda	Echinoderms	Sessile benthic filter feeders (Non symbiont bearing corals+Sponges+Bryozoans+Serpulids+Crinoids+Barnacles+Brachiopods)	Mobile Arthropoda (Ostracod+Artropods+Decapods)	Bioclasts 	Non Skelatel	
Holocene carbonate sedimentary petrology and facies accumulation, looe key national marine sanctuary, florida	Florida	Subtropic	24.500	-81.400	45.0	LKS-94	23	36.2	6.3	4.6	22.4	2.9	0	0	4.6	0	100	23	36.2	6.3	4.6	22.4	2.9	0	0	4.6	0	100
Holocene carbonate sedimentary petrology and facies accumulation, looe key national marine sanctuary, florida	Florida	Subtropic	24.500	-81.400	45.0	LKS-95	17.8	28.3	7.8	8.9	18.9	8.3	0	0	10	0	100	17.8	28.3	7.8	8.9	18.9	8.3	0	0	10	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	3.0	Upper forereef	8	35	8	24	16	0	1	2	7	0	101	7.92079207920792	34.6534653465347	7.92079207920792	23.7623762376238	15.8415841584158	0	0.99009900990099	1.98019801980198	6.93069306930693	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	1.0	Algal-turf zone	7	13	3	58	14	0	0	1	2	0	98	7.14285714285714	13.265306122449	3.06122448979592	59.1836734693878	14.2857142857143	0	0	1.02040816326531	2.04081632653061	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	3.0	Rubble zone	13	33	6	33	13	0	0	0	1	0	99	13.1313131313131	33.3333333333333	6.06060606060606	33.3333333333333	13.1313131313131	0	0	0	1.01010101010101	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	5.0	Central coral zone	9	27	3	25	26	2	0	3	6	0	101	8.91089108910891	26.7326732673267	2.97029702970297	24.7524752475248	25.7425742574257	1.98019801980198	0	2.97029702970297	5.94059405940594	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	0.5	Nearshore reef flat	10	29	6	32	15	0	0	1	8	0	101	9.9009900990099	28.7128712871287	5.94059405940594	31.6831683168317	14.8514851485149	0	0	0.99009900990099	7.92079207920792	0	100
Carbonate sediment production, transport, and supply to a coral cay at raine reef, northern great barrier reef, australia: a facies approach	Grande Barriera Corallina	Tropic	-11.600	144.000	0.0	Sand cay	7	17	6	47	10	1	0	0	14	0	102	6.86274509803922	16.6666666666667	5.88235294117647	46.078431372549	9.80392156862745	0.980392156862745	0	0	13.7254901960784	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	1.0	W1	21.6	15.7	2.3	27.8	14	1.2	8.1	0	9.3	0	100	21.6	15.7	2.3	27.8	14	1.2	8.1	0	9.3	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	1.5	W2	13.7	19	1	33	18.4	1.1	10.6	0	3.2	0	100	13.7	19	1	33	18.4	1.1	10.6	0	3.2	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	1.5	W3	11.9	31.8	0.5	27.9	17.2	1.3	5.9	0	3.5	0	100	11.9	31.8	0.5	27.9	17.2	1.3	5.9	0	3.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.0	W4	11.8	36.5	2.6	15.8	15.8	2.3	10.7	0	4.5	0	100	11.8	36.5	2.6	15.8	15.8	2.3	10.7	0	4.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	3.0	W5	11.2	42.5	2.7	9.9	14.8	2.2	13.9	0	2.8	0	100	11.2	42.5	2.7	9.9	14.8	2.2	13.9	0	2.8	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	3.5	W6	8.5	32.6	2	9.4	27.9	1.7	14.6	0	3.3	0	100	8.5	32.6	2	9.4	27.9	1.7	14.6	0	3.3	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	5.0	W7	10.2	31.4	1.2	11.9	32	1.9	5.5	0	5.9	0	100	10.2	31.4	1.2	11.9	32	1.9	5.5	0	5.9	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	10.0	W8	12.9	33.1	0.8	11.4	28.5	1.8	7.1	0	4.4	0	100	12.9	33.1	0.8	11.4	28.5	1.8	7.1	0	4.4	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	14.0	W9	13.1	38.3	2	11.7	19.7	1.9	9.4	0	3.9	0	100	13.1	38.3	2	11.7	19.7	1.9	9.4	0	3.9	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	15.0	W10	22.1	26.3	1.6	11.3	24.9	1.8	8.6	0	3.4	0	100	22.1	26.3	1.6	11.3	24.9	1.8	8.6	0	3.4	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	18.0	W11	17.6	35.1	1.8	11.9	21.6	1.7	7.3	0	3	0	100	17.6	35.1	1.8	11.9	21.6	1.7	7.3	0	3	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	22.0	W12	16.4	33.8	1.8	14	27.2	1	4	0	1.8	0	100	16.4	33.8	1.8	14	27.2	1	4	0	1.8	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	28.0	W13	11.4	39.7	0.6	13.7	29.3	1.7	2.8	0	0.8	0	100	11.4	39.7	0.6	13.7	29.3	1.7	2.8	0	0.8	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	0.5	L1	14.8	21.7	1.1	18	29.7	0.6	8.7	0	5.4	0	100	14.8	21.7	1.1	18	29.7	0.6	8.7	0	5.4	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	1.0	L2	11.7	25.5	2.1	13.7	34.3	1	7.8	0	3.9	0	100	11.7	25.5	2.1	13.7	34.3	1	7.8	0	3.9	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.0	L3	10.3	25.6	2	10.6	41.8	0.7	5.9	0	3.1	0	100	10.3	25.6	2	10.6	41.8	0.7	5.9	0	3.1	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	4.0	L4	14.2	24	1.6	9	45.6	0.8	2.3	0	2.5	0	100	14.2	24	1.6	9	45.6	0.8	2.3	0	2.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	6.0	L5	16.4	21.5	0.9	7.2	47.4	1.3	1.7	0	3.6	0	100	16.4	21.5	0.9	7.2	47.4	1.3	1.7	0	3.6	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	12.0	L6	14.5	35.2	0.1	1.9	40.5	0.6	2.5	0	4.7	0	100	14.5	35.2	0.1	1.9	40.5	0.6	2.5	0	4.7	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	20.0	L7	11.1	34	0	2.9	46.9	0.3	0.3	0	4.5	0	100	11.1	34	0	2.9	46.9	0.3	0.3	0	4.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	25.0	L8	8.2	36	0.3	4.4	48	1	0.8	0	1.3	0	100	8.2	36	0.3	4.4	48	1	0.8	0	1.3	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	28.0	L9	8.2	30.4	0.6	5.1	49.2	1	1	0	4.5	0	100	8.2	30.4	0.6	5.1	49.2	1	1	0	4.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	1.5	LG1	16.8	1.3	0	5.1	13.7	1.2	0	0	61.9	0	100	16.8	1.3	0	5.1	13.7	1.2	0	0	61.9	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.0	LG2	24.9	8.5	0.3	13.5	22	1	0	0	29.8	0	100	24.9	8.5	0.3	13.5	22	1	0	0	29.8	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.0	LG3	11	38.7	0	5.6	14.6	0.8	7.2	0	22.1	0	100	11	38.7	0	5.6	14.6	0.8	7.2	0	22.1	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.5	LG4	8.9	33.4	0.1	4.4	37.2	0.4	3.1	0	12.5	0	100	8.9	33.4	0.1	4.4	37.2	0.4	3.1	0	12.5	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.5	LG5	10	42.7	0	9.1	18.3	0.3	14.5	0	5.1	0	100	10	42.7	0	9.1	18.3	0.3	14.5	0	5.1	0	100
Bathymetric and environmentally influenced patterns of carbonate sediment accumulation in three contrasting reef settings, Danjugan island, Philippines	Danjugan island	Tropic	9.900	122.300	2.5	LG6	13.6	38.5	0	9.7	21.9	0.5	10.2	0	5.6	0	100	13.6	38.5	0	9.7	21.9	0.5	10.2	0	5.6	0	100
Sedimentary facies from the modern coral reefs, jordan gulf of Aqaba, Red sea	Red sea	Subtropic	29.500	34.900	5.0	Terrigenous facies	3.28	3.24	1.18	5.06	0.02	0.55	1.8	0.24	0	0	15.37	21.3402732595966	21.0800260247235	7.67729342875732	32.9212752114509	0.130123617436565	3.57839947950553	11.7111255692908	1.56148340923878	0	0	100
Sedimentary facies from the modern coral reefs, jordan gulf of Aqaba, Red sea	Red sea	Subtropic	29.500	34.900	40.0	Terrigenous-coral facies	15.9	34.62	7.53	12.28	0.08	1.66	3.95	0.4	0	0	76.42	20.8060717089767	45.3022768908663	9.85344150745878	16.0690918607694	0.104684637529443	2.17220622873593	5.16880397801623	0.523423187647213	0	0	100
Sedimentary facies from the modern coral reefs, jordan gulf of Aqaba, Red sea	Red sea	Subtropic	29.500	34.900	20.0	Coral-molluscan-foraminiferal facies	20.24	51.63	6.33	13.04	0	1.46	3.04	0.3	0	0	96.04	21.0745522698875	53.7588504789671	6.59100374843815	13.5776759683465	0	1.52019991670137	3.16534777176177	0.312369845897543	0	0	100
Sedimentary facies from the modern coral reefs, jordan gulf of Aqaba, Red sea	Red sea	Subtropic	29.500	34.900	5.0	Coral-coralline algal facies	17.87	42.35	20.61	6.38	0	3.13	4.14	0.37	0	0	94.85	18.8402741170269	44.649446494465	21.7290458618872	6.72641012124407	0	3.29994728518714	4.36478650500791	0.390089615181866	0	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	25.0	Outer reef and passes	19	37	11	5	4	0	6	0	18	0	100	19	37	11	5	4	0	6	0	18	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	3.0	Reef flat	15	37	28	2	1	0	2	0	15	0	100	15	37	28	2	1	0	2	0	15	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	25.0	lagoon with coral buildups	22	18	13	10	17	0	3	0	17	0	100	22	18	13	10	17	0	3	0	17	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	25.0	muddy sand with corals	31	21	2	6	15	0	2	0	23	0	100	31	21	2	6	15	0	2	0	23	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	25.0	muddy sand	37	6	3	20	2	0	3	0	29	0	100	37	6	3	20	2	0	3	0	29	0	100
Bioclastic sedimentary environment of coral reefs and lagoon around mayotte island (comore archipelago, mozambique channel, SW indian ocean)	Mayotte island	Tropic	-12.800	45.300	25.0	mud	45	7	4	6	1	0	5	0	32	0	100	45	7	4	6	1	0	5	0	32	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.700	123.700	5.0	HSB41	15.6	42	5.6	23.4	6	2.2	4.6	0	0	0	99.4	15.6941649899396	42.2535211267606	5.63380281690141	23.5412474849095	6.03621730382294	2.21327967806841	4.62776659959758	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HSB42	10.05	49.75	5	14.7	8.3	4.5	4.5	0	2.75	0	99.55	10.095429432446	49.9748869914616	5.02260170768458	14.7664490205927	8.33751883475641	4.52034153691612	4.52034153691612	0	2.76243093922652	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG1	18.5	46.5	12.7	12.8	3.8	1.9	0	0	0.3	0	96.5	19.1709844559586	48.1865284974093	13.160621761658	13.2642487046632	3.93782383419689	1.96891191709845	0	0	0.310880829015544	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG2	15	30.5	5.2	20	14.4	2.6	0	0	0.3	0	88	17.0454545454545	34.6590909090909	5.90909090909091	22.7272727272727	16.3636363636364	2.95454545454545	0	0	0.340909090909091	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG3	14.4	25.5	11.1	39.9	5.6	3.5	0	0	0	0	100	14.4	25.5	11.1	39.9	5.6	3.5	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG4	14.6	34	12.2	26.8	8.2	4	0	0	0	0	99.8	14.6292585170341	34.0681362725451	12.2244488977956	26.8537074148297	8.21643286573146	4.00801603206413	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG5	18.7	15.5	13.5	43.9	5.6	1.8	0	0	0	0	99	18.8888888888889	15.6565656565657	13.6363636363636	44.3434343434343	5.65656565656566	1.81818181818182	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG6	38	4.4	2.2	17	28	1	0	0	0	0	90.6	41.9426048565121	4.85651214128035	2.42825607064018	18.7637969094923	30.9050772626932	1.1037527593819	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG7	14.9	4.7	3.8	31.6	36	1.7	0	0	0	0	92.7	16.0733549083064	5.07011866235167	4.0992448759439	34.0884573894283	38.8349514563107	1.83387270765912	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG8	20	5.05	4.75	17.85	11.5	0.95	0	0	38	0	98.1	20.3873598369011	5.14780835881753	4.84199796126402	18.1957186544343	11.7227319062181	0.968399592252803	0	0	38.7359836901121	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG9	19.5	12	4.75	13.1	6	0	0	0	42.75	0	98.1	19.8776758409786	12.2324159021407	4.84199796126402	13.3537206931702	6.11620795107034	0	0	0	43.5779816513761	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	5.0	HGG10	22.25	9.75	4.75	9.65	9.6	1.9	1.9	0	38	0	97.8	22.7505112474438	9.96932515337423	4.85685071574642	9.86707566462168	9.8159509202454	1.94274028629857	1.94274028629857	0	38.8548057259714	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK5	18	52.5	5.1	9.9	9.9	3.1	1.2	0	0	0	99.7	18.0541624874624	52.6579739217653	5.11534603811434	9.92978936810431	9.92978936810431	3.10932798395186	1.20361083249749	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK10	13	64.5	4.25	6.75	4	4.75	2	0	0.75	0	100	13	64.5	4.25	6.75	4	4.75	2	0	0.75	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK11	17.8	51	4	12.2	3	4.6	6.6	0	0.8	0	100	17.8	51	4	12.2	3	4.6	6.6	0	0.8	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK12	8	51.7	5.4	14.5	10.3	3.6	6.3	0	0.2	0	100	8	51.7	5.4	14.5	10.3	3.6	6.3	0	0.2	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK13	11.65	56.5	3.35	14.85	7.8	2.25	3.15	0	0	0	99.55	11.7026619789051	56.7553992968358	3.36514314414867	14.9171270718232	7.83525866398795	2.26017076845806	3.16423907584129	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK14	10.65	62	7.9	11.2	5.25	0.35	1.95	0	0.7	0	100	10.65	62	7.9	11.2	5.25	0.35	1.95	0	0.7	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK15	11.8	43.6	4	17.6	12	4	0	0	0	0	93	12.6881720430108	46.8817204301075	4.3010752688172	18.9247311827957	12.9032258064516	4.3010752688172	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK16	25.2	58.6	2.8	6.6	4.4	0.8	1.6	0	0	0	100	25.2	58.6	2.8	6.6	4.4	0.8	1.6	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK17	17.6	54.4	4	11.2	5.6	2.4	3.2	0	0	0	98.4	17.8861788617886	55.2845528455285	4.0650406504065	11.3821138211382	5.69105691056911	2.4390243902439	3.2520325203252	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK18	22.2	43.2	5.9	12.5	12	0.7	2.8	0	0	0	99.3	22.3564954682779	43.5045317220544	5.94159113796576	12.5881168177241	12.0845921450151	0.704934541792548	2.81973816717019	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK19	18.6	28.5	1.8	16.1	8.9	0	1.8	0	20.7	0	96.4	19.2946058091286	29.5643153526971	1.86721991701245	16.701244813278	9.23236514522822	0	1.86721991701245	0	21.4730290456432	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK20	25.8	46.4	4.6	7.4	5	1.6	1.2	0	1.8	0	93.8	27.5053304904051	49.4669509594883	4.90405117270789	7.88912579957356	5.33049040511727	1.70575692963753	1.27931769722815	0	1.91897654584222	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	PK21	38.4	27.8	2.4	23.4	5.6	1.6	0	0	0	0	99.2	38.7096774193548	28.0241935483871	2.41935483870968	23.5887096774194	5.64516129032258	1.61290322580645	0	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HB3-6	19	60	2.2	3.8	11.6	1.8	1	0	0	0	99.4	19.1146881287726	60.3621730382294	2.21327967806841	3.82293762575453	11.6700201207243	1.81086519114688	1.00603621730382	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HB3-7	3.95	81.75	2.35	4.4	2.6	1.15	1.9	0	1.6	0	99.7	3.96188565697091	81.9959879638917	2.35707121364092	4.41323971915747	2.60782347041123	1.15346038114343	1.90571715145436	0	1.60481444332999	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-1	8.8	85	2.1	0.9	1	0.1	2	0	0	0	99.9	8.80880880880881	85.0850850850851	2.1021021021021	0.900900900900901	1.001001001001	0.1001001001001	2.002002002002	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-2	22	49	5	8.8	8.4	2	3.2	0	0.8	0	99.2	22.1774193548387	49.3951612903226	5.04032258064516	8.87096774193548	8.46774193548387	2.01612903225806	3.2258064516129	0	0.806451612903226	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-3	29.6	37.8	7.3	12.7	4.5	1.8	4.5	0	0	0	98.2	30.142566191446	38.4928716904277	7.43380855397149	12.9327902240326	4.58248472505092	1.83299389002037	4.58248472505092	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-4	24.5	46	7.3	8.4	3.4	3.5	3.5	0	0	0	96.6	25.3623188405797	47.6190476190476	7.55693581780538	8.69565217391305	3.51966873706004	3.6231884057971	3.6231884057971	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-5	22.6	19.5	7	21.4	14.4	1.7	2.1	0	8.4	0	97.1	23.2749742533471	20.0823892893924	7.20906282183316	22.0391349124614	14.8300720906282	1.75077239958805	2.16271884654995	0	8.6508753861998	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-6	20	32	8	18.4	8.8	2.4	4.8	0	0	0	94.4	21.1864406779661	33.8983050847458	8.47457627118644	19.4915254237288	9.32203389830509	2.54237288135593	5.08474576271186	0	0	0	100
Modern fringing reef carbonates from equatorial SE Asia An integrated environmental sediment and satellite characterisation study Madden 2013	Tukang Besi Archipelago. Sulawesi. Indonesia	Tropic	-5.500	123.700	8.0	HSB2S-7	39	32.5	3	17.5	4	1.5	1	0	0	0	98.5	39.5939086294416	32.994923857868	3.04568527918782	17.7664974619289	4.06091370558376	1.52284263959391	1.01522842639594	0	0	0	100
